title,link,content,category
4천억 원대 배당금 ‘대장지구’ 투자자 7명 전원 확인,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=056&aid=0011123118,"[앵커] 정치권의 논란인 성남 대장지구 개발사업 의혹을 놓고, 거액의 배당금을 받은 개발업체 화천대유가 대체 누구 거냐는  질문이 나오고 있습니다. 이 투자자들에게 특혜는 없었는지가 확인돼야 할  대목인데요. KBS가  대장지구 개발 사업과 관련해 배당 수익을 얻은 투자자 7명 전원의 명단을 확보했습니다. 송락규 기자의 단독 보도입니다. [리포트] 성남 대장지구 사업에 참여한 민간개발업체는 화천대유, 대주주는 전 언론인 김 모 씨입니다. 민간 투자자는 SK증권을 통해 지분 참여한 천화동인 1호부터 7호까지, 모두 7명입니다. 이들의 신원은 지금껏  드러나지 않아, 4천억 원대 배당금을 얻은 데에 특혜가 있었던 것 아니냐는  의혹을 키워왔습니다. KBS가 입수한  천화동인 1호부터 7호까지, 주주 명단과 주식 보유 내역입니다. 천화동인 1호 주주는 개발업체 화천대유의 대주주인  전직 언론인 김 모 씨였고, 2호와 3호는 김 씨 부인과 누나로 각각 확인됐습니다. 4호는 대장지구 공영 개발이 추진되기 이전에  이 지역 개발을 맡았던 판교프로젝트금융투자 대표, 변호사 남 모 씨입니다. 5호는 같은 업체 회계사 A 씨, 6호는 같은 업체 변호사 조 모 씨였습니다. 7호는 김 씨와 같은 언론사에 근무했던 전직 언론인  배 모 씨로 확인됐습니다. 화천대유를 포함해 천화동인 3호까지는 김 씨와 그 가족들이, 4호부터 6호까지는 개발업체 측이 주주로 절반씩 공동 투자한 겁니다.  이들 주주들은 적어도 2011년 정도부터  동업 관계이거나, 동업 관계자 지인 사이로 파악됩니다.개발업체는 대장지구 사업 초기인 2010년 이전부터 땅을 보유한 곳이었고, 화천대유와는  2011년, 동업 관계를 맺었습니다. 화천대유 대주주와 천화동인 주주들은 KBS에  민주당 이재명 대선 경선 후보와 무관하며, 어디에도 금품을 제공한 적이 없다고 밝혀왔습니다. 화천대유에선 권순일 전 대법관, 박영수 전 특검, 강찬우 전 검사장 외에 원유철 전 미래한국당 대표도 고문으로 재직했던 것으로 확인됐습니다. KBS 뉴스 송락규입니다.촬영기자:임태호 유용규/영상편집:이윤진/그래픽:한종헌",100
"이낙연 ""내 모든 걸 비운 자리 성원으로 채워…꼭 역전""",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=003&aid=0010728430,"기사내용 요약""정권 재창출 사명 앞에 하나돼…민주당다운 승리""[서울=뉴시스] 최동준 기자 = 더불어민주당 대권주자인 이낙연 전 대표가 17일 서울 여의도 국회 소통관에서 그린 경제 정책을 발표한 후 이동하고 있다. (공동취재사진) 2021.09.17. photo@newsis.com[서울=뉴시스]정진형 기자 = 더불어민주당 대선경선 후보인 이낙연 전 대표는 17일 ""감동의 역전 드라마를 만들겠다""면서 경선 승리를 다짐했다.이 전 대표는 이날 저녁 페이스북을 통해 ""나는 이제 국회의원이 아니다. 내 모든 것을 비웠다. 그 빈 곳이 많은 분들의 성원으로 더 크게 채워지고 있다""며 이같이 말했다.그는 ""호남의 10만 시민들께서 저를 지지한다고 선언해 주셨다. 민주당 승리를 염원하시며 이낙연에게 힘을 모아 달라고 하셨다. 그 간절한 마음에 눈물이 난다""며 ""그동안 정세균 후보님을 지지해오시던 광주전남 우정포럼 소속 청년 431명과 권리당원 2500여 명의 지지선언도 뜻깊다. 정 후보님께서 못 다루신 꿈을 대신 이루라는 명령으로 받들겠다""고 열거했다.이어 ""다양한 경로로 모였지만, 모두 한마음이다. 김대중, 노무현, 문재인 대통령님의 뒤를 성공적으로 이어 달라, 소통과 신뢰의 리더십으로 포스트코로나 시대를 잘 준비해달라(는 것)""이라며 ""그 명령을 새기며 다시 한번 경선, 본선 승리의 각오를 다진다""고 했다.그러면서 ""4기 민주정부 재창출의 사명 앞에 우리는 모두 하나""라며 ""여러분의 염원을 한 데 모아 가장 민주당다운 승리를 안겨드리겠다. 꼭 이기겠다""고 했다.",100
"文, 주요 경제국 포럼 참석...""11월 추가 상향 목표 발표"" 재확인",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=123&aid=0002255209,"바이든 대통령 등 참석, 화상으로 포럼 진행...평균기온 상승 1.5도 이내 제한文대통령, 기후위기 대응 국제공조 필요성 강조...우리나라 기여 의지 피력정부, NDC 최소 35%감축 목표보다 5% 상향한 40% 대로 조정 방안 검토 중 ◆…문재인 대통령은 17일 조 바이든 미국 대통령 초청으로 에너지 및 기후에 관한 주요 경제국 포럼(MEF)에 참석, 11월 COP26에서 추가 상향된 2030 NDC를 발표할 것임을 재확인했다. 지난 7일 제2회 푸른 하늘의 날 기념 영상 메시지를 낸 문 대통령［사진=청와대］문재인 대통령은 17일 에너지 및 기후에 관한 주요 경제국 포럼(MEF)에 참석, 다음 달 2050 탄소중립 시나리오를 확정하고, 11월 COP26에서 추가 상향된 2030 국가온실가스감축목표(NDC)를 발표할 것임을 재확인했다.    문 대통령은 이날 오후 화상으로 진행된 에너지 및 기후에 관한 주요 경제국 포럼(MEF·Major Economies Forum on Energy and Climate)에 참석, ""지난달 탄소중립기본법을 제정하여 탄소중립을 법으로 규정한 세계 14번째 국가가 되었다""며 이같이 밝혔다.   문 대통령은 조 바이든 미국 대통령의 초청으로 포럼에 참석하게 됐다.   문 대통령은 전 세계가 코로나19 팬데믹을 겪고 있는 어려운 상황에서도 기후위기 대응을 위한 국제 공조의 필요성을 강조하고, 2050 탄소중립 실현을 위한 우리나라의 기여 의지를 피력했다.   MEF는 지난 2009년 3월 미국이 ▲COP15의 성공적 개최 ▲청정에너지 보급 ▲온실가스 감축 등 목적으로 발족했다. 트럼프 행정부 때 중단되었으나, 올해 1월 바이든 대통령이 MEF 재개 행정명령 발표했고, 4월 기후정상회의에서 MEF 세션이 개최됐다.   바이든 대통령 주재로 제26차 유엔기후변화협약 당사국 총회(COP26, 10.31.~11.12., 영국 글래스고)를 6주 남겨두고 개최된 이번 포럼은 금세기 말 전 세계 평균 기온 상승을 1.5도 이내로 제한하기 위한 2050 탄소중립 및 2030 국가온실가스감축목표 상향 등 구체적 기후변화 대응 방안 마련을 촉구하기 위해 개최됐다.   문 대통령은 전 세계가 코로나19 팬데믹을 겪고 있는 어려운 상황에서도 기후위기 대응을 위한 국제 공조의 필요성을 강조하고, 2050 탄소중립 실현을 위한 우리나라의 기여 의지를 피력했다.   또한, 2023년에 개최될 COP28 유치를 통해 탄소중립을 위해 더욱 적극적인 역할을 수행하고자 한다고 했다.   청와대는 ""올해는 파리협정 이행의 원년으로 이번 포럼은 국제사회의 기후변화 대응 추동력을 더욱 강화하고, 주요국 정상들 간 국가온실가스감축목표의 상향뿐만 아니라, 실질적인 감축 이행 방안을 보다 구체적으로 논의하는 계기가 된 것“이라고 평가했다.   또한 ""우리 정부는 2050 탄소중립 실현 및 2030 NDC 상향에 대한 우리 정부의 강력한 의지를 다시 한번 국제사회에 천명했다“며 ”이번 포럼 이후에도 여타국들이 조속히 2050 탄소중립에 동참하고, 기후변화 대응을 위한 국제 결속을 다지는 데 기여할 수 있도록 기후 리더십을 지속 강화해 나갈 것""이라고 밝혔다.   정부는 현재 NDC를 최소 40% 대로 상향 조정하는 방안을 검토 중이다. 지난달 국회 본회의를 통과한 탄소중립녹색성장기본법에서 명시한 최소 35% 이상 감축 목표보다 5% 포인트 가량을 더 끌어올리는 방향으로 가닥을 잡았다.",100
"문 대통령, 바이든 초청 MEF 참석…탄소중립 의지 재확인",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=056&aid=0011123101,"문재인 대통령은 바이든 미국 대통령의 초청으로 MEF, 에너지 및 기후에 관한 주요 경제국 포럼에 참석해 온실가스 감축 목표를 추가로 상향하겠다는 의지를 재확인했습니다.문 대통령은 오늘(17일) 저녁 화상으로 참여한 연설에서 기후 위기 대응을 위한 국제 공조의 필요성을 강조하고 2050 탄소중립 실현을 위한 우리나라의 기여 의지를 밝혔습니다. 문 대통령은 이어 다음 달 2050 탄소중립 시나리오를 확정하고 11월 제26차 유엔기후변화협약 당사국 총회에서 추가 상향된 2030 국가 온실가스 감축 목표를 발표하겠다고 말했습니다. 특히 2023년에 개최될 제28차 유엔기후변화협약 당사국총회 유치를 통해 탄소중립을 위해 더 적극적인 역할을 수행하고자 한다고 말했습니다.MEF는 지난 2009년 미국 오바마 대통령 주도로 청정 에너지 보급, 온실가스 감축 등을 목적으로 발족했으며 트럼프 행정부 때 중단됐다가, 지난 1월 바이든 대통령의 행정명령으로 재개됐습니다.이번 포럼에서는 각국 정상들은 이번 세기 말에 전 세계 평균 기온 상승을 1.5도 이내로 제한하기 위한 국제 기후변화 대응 공조 방안을 논의했습니다.[사진 출처 : 연합뉴스]",100
주요경제국포럼 개회사하는 바이든 대통령,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=003&aid=0010728427,"[서울=뉴시스] 전진환 기자 = 문재인 대통령이 17일 오후 청와대 여민관 영상회의실에서 화상으로 열린 에너지 및 기후에 관한 주요 경제국 포럼(Major Economies Forum on Energy and Climate, MEF)에 참석해 조 바이든 미국 대통령의 개회사를 듣고 있다. 2021.09.17. amin2@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.",100
주요경제국포럼 발언하는 문재인 대통령,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=003&aid=0010728426,"[서울=뉴시스] 전진환 기자 = 문재인 대통령이 17일 오후 청와대 여민관 영상회의실에서 화상으로 열린 에너지 및 기후에 관한 주요 경제국 포럼(Major Economies Forum on Energy and Climate, MEF)에 참석해 발언하고 있다. 2021.09.17. amin2@newsis.com[사진 영상 제보받습니다] 공감언론 뉴시스가 독자 여러분의 소중한 제보를 기다립니다. 뉴스 가치나 화제성이 있다고 판단되는 사진 또는 영상을 뉴시스 사진영상부(n-photo@newsis.com)로 보내주시면 적극 반영하겠습니다.",100
주요경제국포럼 발언하는 문재인 대통령,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0005612147,"(서울=뉴스1) 유승관 기자 = 문재인 대통령이 17일 밤 청와대 여민관에서 화상으로 개최된 에너지 및 기후에 관한 주요 경제국포럼(Major Economies Forum on Energy and Climate, MEF)에 참석해 발언하고 있다. 2021.9.17/뉴스1",100
MEF 발언하는 문재인 대통령,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0005612146,"(서울=뉴스1) 유승관 기자 = 문재인 대통령이 17일 밤 청와대 여민관에서 화상으로 개최된 에너지 및 기후에 관한 주요 경제국포럼(Major Economies Forum on Energy and Climate, MEF)에 참석해 발언하고 있다. 2021.9.17/뉴스1",100
에너지 및 기후에 관한 주요경제국포럼 발언하는 문대통령,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0005612145,"(서울=뉴스1) 유승관 기자 = 문재인 대통령이 17일 밤 청와대 여민관에서 화상으로 개최된 에너지 및 기후에 관한 주요 경제국포럼(Major Economies Forum on Energy and Climate, MEF)에 참석해 발언하고 있다. 2021.9.17/뉴스1",100
화상 통해 개회사하는 조 바이든 미국 대통령,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=100&oid=421&aid=0005612144,"(서울=뉴스1) 유승관 기자 = 문재인 대통령이 17일 밤 청와대 여민관에서 화상으로 개최된 에너지 및 기후에 관한 주요 경제국포럼(Major Economies Forum on Energy and Climate, MEF)에 참석해 발언하고 있다. 2021.9.17/뉴스1",100
